Cruise, Station, Type, yyyy-mm-ddThh:mm:ss.sss, Longitude [degrees_east], Latitude [degrees_north], Bot. Depth [m], Pressure [dbar], QF, Nitrate [umol/kg], QF, Phosphate [umol/kg], QF, Silicate [umol/kg], QF, Depth from Pressure [m], QF, Section Latitude, QF, QV:ODV:SAMPLE
SE0802, 27, B, 2008-03-27T19:43:00.000, 202.00000, 32.25000, 5000, 200.00000, 1, 9.12000, 1, 0.67700, 1, 9.42000, 1, 198.506, 1, 32.25000, 1, 1
SE0802, 28, B, 2008-03-27T21:58:00.000, 202.00000, 32.50000, 5000, 0.00000, 1, 0.11000, 1, 0.06400, 1, 2.29000, 1, 0.000, 1, 32.50000, 1, 1
SE0802, 28, B, 2008-03-27T21:58:00.000, 202.00000, 32.50000, 5000, 20.00000, 1, 0.06000, 1, 0.06500, 1, 2.42000, 1, 19.859, 1, 32.50000, 1, 1
SE0802, 28, B, 2008-03-27T21:58:00.000, 202.00000, 32.50000, 5000, 35.00000, 1, 0.16000, 1, 0.07700, 1, 2.66000, 1, 34.752, 1, 32.50000, 1, 1
SE0802, 28, B, 2008-03-27T21:58:00.000, 202.00000, 32.50000, 5000, 50.00000, 1, 0.02000, 1, 0.08600, 1, 2.67000, 1, 49.644, 1, 32.50000, 1, 1
SE0802, 28, B, 2008-03-27T21:58:00.000, 202.00000, 32.50000, 5000, 65.00000, 1, 0.42000, 1, 0.12500, 1, 3.04000, 1, 64.534, 1, 32.50000, 1, 1
SE0802, 28, B, 2008-03-27T21:58:00.000, 202.00000, 32.50000, 5000, 80.00000, 1, 1.26000, 1, 0.20000, 1, 4.00000, 1, 79.424, 1, 32.50000, 1, 1
SE0802, 28, B, 2008-03-27T21:58:00.000, 202.00000, 32.50000, 5000, 100.00000, 1, 3.55000, 1, 0.34300, 1, 4.97000, 1, 99.275, 1, 32.50000, 1, 1
SE0802, 28, B, 2008-03-27T21:58:00.000, 202.00000, 32.50000, 5000, 125.00000, 1, 5.89000, 1, 0.48900, 1, 6.54000, 1, 124.086, 1, 32.50000, 1, 1
SE0802, 28, B, 2008-03-27T21:58:00.000, 202.00000, 32.50000, 5000, 150.00000, 1, 7.52000, 1, 0.57900, 1, 7.74000, 1, 148.895, 1, 32.50000, 1, 1
SE0802, 28, B, 2008-03-27T21:58:00.000, 202.00000, 32.50000, 5000, 200.00000, 1, 9.51000, 1, 0.70600, 1, 10.39000, 1, 198.502, 1, 32.50000, 1, 1
SE0802, 29, B, 2008-03-28T00:03:00.000, 202.00000, 32.75000, 5000, 0.00000, 1, 0.32000, 1, 0.11000, 1, 3.35000, 1, 0.000, 1, 32.75000, 1, 1
SE0802, 29, B, 2008-03-28T00:03:00.000, 202.00000, 32.75000, 5000, 20.00000, 1, 0.55000, 1, 0.11100, 1, 3.22000, 1, 19.858, 1, 32.75000, 1, 1
SE0802, 29, B, 2008-03-28T00:03:00.000, 202.00000, 32.75000, 5000, 35.00000, 1, 0.44000, 1, 0.10500, 1, 3.35000, 1, 34.751, 1, 32.75000, 1, 1
SE0802, 29, B, 2008-03-28T00:03:00.000, 202.00000, 32.75000, 5000, 50.00000, 1, 0.28000, 1, 0.10300, 1, 3.35000, 1, 49.643, 1, 32.75000, 1, 1
SE0802, 29, B, 2008-03-28T00:03:00.000, 202.00000, 32.75000, 5000, 65.00000, 1, 0.17000, 1, 0.10400, 1, 3.47000, 1, 64.533, 1, 32.75000, 1, 1
SE0802, 29, B, 2008-03-28T00:03:00.000, 202.00000, 32.75000, 5000, 80.00000, 1, -0.05000, 1, 0.13700, 1, 3.47000, 1, 79.422, 1, 32.75000, 1, 1
SE0802, 29, B, 2008-03-28T00:03:00.000, 202.00000, 32.75000, 5000, 100.00000, 1, 0.61000, 1, 0.20100, 1, 3.97000, 1, 99.273, 1, 32.75000, 1, 1
SE0802, 29, B, 2008-03-28T00:03:00.000, 202.00000, 32.75000, 5000, 125.00000, 1, 5.46000, 1, 0.45200, 1, 6.12000, 1, 124.084, 1, 32.75000, 1, 1
SE0802, 29, B, 2008-03-28T00:03:00.000, 202.00000, 32.75000, 5000, 150.00000, 1, 7.39000, 1, 0.58400, 1, 7.63000, 1, 148.892, 1, 32.75000, 1, 1
SE0802, 29, B, 2008-03-28T00:03:00.000, 202.00000, 32.75000, 5000, 200.00000, 1, 8.78000, 1, 0.67200, 1, 9.40000, 1, 198.498, 1, 32.75000, 1, 1
SE0802, 30, B, 2008-03-28T02:13:00.000, 202.00000, 33.00000, 5000, 0.00000, 1, 0.49000, 1, 0.10600, 1, 3.84000, 1, 0.000, 1, 33.00000, 1, 1
SE0802, 30, B, 2008-03-28T02:13:00.000, 202.00000, 33.00000, 5000, 20.00000, 1, 0.53000, 1, 0.10600, 1, 3.94000, 1, 19.858, 1, 33.00000, 1, 1
SE0802, 30, B, 2008-03-28T02:13:00.000, 202.00000, 33.00000, 5000, 35.00000, 1, 0.53000, 1, 0.10500, 1, 3.68000, 1, 34.750, 1, 33.00000, 1, 1
SE0802, 30, B, 2008-03-28T02:13:00.000, 202.00000, 33.00000, 5000, 50.00000, 1, 0.47000, 1, 0.11100, 1, 4.03000, 1, 49.642, 1, 33.00000, 1, 1
SE0802, 30, B, 2008-03-28T02:13:00.000, 202.00000, 33.00000, 5000, 65.00000, 1, 0.77000, 1, 0.12800, 1, 3.89000, 1, 64.532, 1, 33.00000, 1, 1
SE0802, 30, B, 2008-03-28T02:13:00.000, 202.00000, 33.00000, 5000, 80.00000, 1, 1.16000, 1, 0.16100, 1, 4.23000, 1, 79.421, 1, 33.00000, 1, 1
SE0802, 30, B, 2008-03-28T02:13:00.000, 202.00000, 33.00000, 5000, 100.00000, 1, 5.03000, 1, 0.39100, 1, 5.93000, 1, 99.271, 1, 33.00000, 1, 1
SE0802, 30, B, 2008-03-28T02:13:00.000, 202.00000, 33.00000, 5000, 125.00000, 1, 7.63000, 1, 0.54700, 1, 7.61000, 1, 124.081, 1, 33.00000, 1, 1
SE0802, 30, B, 2008-03-28T02:13:00.000, 202.00000, 33.00000, 5000, 150.00000, 1, 8.69000, 1, 0.61200, 1, 8.69000, 1, 148.888, 1, 33.00000, 1, 1
SE0802, 30, B, 2008-03-28T02:13:00.000, 202.00000, 33.00000, 5000, 200.00000, 1, 10.24000, 1, 0.70800, 1, 10.50000, 1, 198.494, 1, 33.00000, 1, 1
SE0802, 31, B, 2008-03-28T04:27:00.000, 202.00000, 33.25000, 5000, 0.00000, 1, 0.04000, 1, 0.09800, 1, 3.46000, 1, 0.000, 1, 33.25000, 1, 1
SE0802, 31, B, 2008-03-28T04:27:00.000, 202.00000, 33.25000, 5000, 20.00000, 1, 0.04000, 1, 0.10200, 1, 3.66000, 1, 19.858, 1, 33.25000, 1, 1
SE0802, 31, B, 2008-03-28T04:27:00.000, 202.00000, 33.25000, 5000, 35.00000, 1, -0.01000, 1, 0.10900, 1, 3.67000, 1, 34.750, 1, 33.25000, 1, 1
SE0802, 31, B, 2008-03-28T04:27:00.000, 202.00000, 33.25000, 5000, 50.00000, 1, 0.05000, 1, 0.11000, 1, 3.67000, 1, 49.640, 1, 33.25000, 1, 1
SE0802, 31, B, 2008-03-28T04:27:00.000, 202.00000, 33.25000, 5000, 65.00000, 1, 0.12000, 1, 0.12000, 1, 3.87000, 1, 64.530, 1, 33.25000, 1, 1
SE0802, 31, B, 2008-03-28T04:27:00.000, 202.00000, 33.25000, 5000, 80.00000, 1, 0.49000, 1, 0.16200, 1, 4.07000, 1, 79.419, 1, 33.25000, 1, 1
SE0802, 31, B, 2008-03-28T04:27:00.000, 202.00000, 33.25000, 5000, 100.00000, 1, 2.77000, 1, 0.29100, 1, 4.85000, 1, 99.269, 1, 33.25000, 1, 1
SE0802, 31, B, 2008-03-28T04:27:00.000, 202.00000, 33.25000, 5000, 125.00000, 1, 6.90000, 1, 0.53700, 1, 6.99000, 1, 124.079, 1, 33.25000, 1, 1
SE0802, 31, B, 2008-03-28T04:27:00.000, 202.00000, 33.25000, 5000, 150.00000, 1, 8.25000, 1, 0.62400, 1, 8.35000, 1, 148.885, 1, 33.25000, 1, 1
SE0802, 31, B, 2008-03-28T04:27:00.000, 202.00000, 33.25000, 5000, 200.00000, 1, 9.98000, 1, 0.74900, 1, 10.48000, 1, 198.490, 1, 33.25000, 1, 1
SE0802, 32, B, 2008-03-28T06:39:00.000, 202.00000, 33.50000, 5000, 0.00000, 1, 0.11000, 1, 0.08900, 1, 3.58000, 1, 0.000, 1, 33.50000, 1, 1
SE0802, 32, B, 2008-03-28T06:39:00.000, 202.00000, 33.50000, 5000, 20.00000, 1, 0.18000, 1, 0.09300, 1, 3.77000, 1, 19.857, 1, 33.50000, 1, 1
SE0802, 32, B, 2008-03-28T06:39:00.000, 202.00000, 33.50000, 5000, 35.00000, 1, 0.06000, 1, 0.09700, 1, 3.77000, 1, 34.749, 1, 33.50000, 1, 1
SE0802, 32, B, 2008-03-28T06:39:00.000, 202.00000, 33.50000, 5000, 50.00000, 1, 0.07000, 1, 0.10800, 1, 3.78000, 1, 49.639, 1, 33.50000, 1, 1
SE0802, 32, B, 2008-03-28T06:39:00.000, 202.00000, 33.50000, 5000, 65.00000, 1, 0.13000, 1, 0.11900, 1, 3.78000, 1, 64.529, 1, 33.50000, 1, 1
SE0802, 32, B, 2008-03-28T06:39:00.000, 202.00000, 33.50000, 5000, 80.00000, 1, 0.14000, 1, 0.13700, 1, 3.97000, 1, 79.417, 1, 33.50000, 1, 1
SE0802, 32, B, 2008-03-28T06:39:00.000, 202.00000, 33.50000, 5000, 100.00000, 1, 0.39000, 1, 0.16500, 1, 4.15000, 1, 99.267, 1, 33.50000, 1, 1
SE0802, 32, B, 2008-03-28T06:39:00.000, 202.00000, 33.50000, 5000, 125.00000, 1, 4.81000, 1, 0.39600, 1, 5.85000, 1, 124.076, 1, 33.50000, 1, 1
SE0802, 32, B, 2008-03-28T06:39:00.000, 202.00000, 33.50000, 5000, 150.00000, 1, 7.57000, 1, 0.56000, 1, 7.56000, 1, 148.882, 1, 33.50000, 1, 1
SE0802, 32, B, 2008-03-28T06:39:00.000, 202.00000, 33.50000, 5000, 200.00000, 1, 9.11000, 1, 0.65800, 1, 9.45000, 1, 198.486, 1, 33.50000, 1, 1
SE0802, 33, B, 2008-03-28T08:45:00.000, 202.00000, 33.75000, 5000, 0.00000, 1, -0.03000, 1, 0.10100, 1, 3.65000, 1, 0.000, 1, 33.75000, 1, 1
SE0802, 33, B, 2008-03-28T08:45:00.000, 202.00000, 33.75000, 5000, 20.00000, 1, 0.03000, 1, 0.09800, 1, 3.64000, 1, 19.857, 1, 33.75000, 1, 1
SE0802, 33, B, 2008-03-28T08:45:00.000, 202.00000, 33.75000, 5000, 35.00000, 1, 0.02000, 1, 0.10100, 1, 3.83000, 1, 34.748, 1, 33.75000, 1, 1
SE0802, 33, B, 2008-03-28T08:45:00.000, 202.00000, 33.75000, 5000, 50.00000, 1, -9999, 1, -9999, 1, -9999, 1, 49.638, 1, 33.75000, 1, 1
SE0802, 33, B, 2008-03-28T08:45:00.000, 202.00000, 33.75000, 5000, 65.00000, 1, 0.02000, 1, 0.11100, 1, 3.82000, 1, 64.528, 1, 33.75000, 1, 1
SE0802, 33, B, 2008-03-28T08:45:00.000, 202.00000, 33.75000, 5000, 80.00000, 1, 0.08000, 1, 0.11400, 1, 4.01000, 1, 79.416, 1, 33.75000, 1, 1
SE0802, 33, B, 2008-03-28T08:45:00.000, 202.00000, 33.75000, 5000, 100.00000, 1, 0.38000, 1, 0.14200, 1, 4.00000, 1, 99.265, 1, 33.75000, 1, 1
SE0802, 33, B, 2008-03-28T08:45:00.000, 202.00000, 33.75000, 5000, 125.00000, 1, 2.78000, 1, 0.28800, 1, 4.96000, 1, 124.073, 1, 33.75000, 1, 1
SE0802, 33, B, 2008-03-28T08:45:00.000, 202.00000, 33.75000, 5000, 150.00000, 1, 6.04000, 1, 0.47300, 1, 6.69000, 1, 148.879, 1, 33.75000, 1, 1
SE0802, 33, B, 2008-03-28T08:45:00.000, 202.00000, 33.75000, 5000, 200.00000, 1, 9.11000, 1, 0.66400, 1, 9.57000, 1, 198.481, 1, 33.75000, 1, 1
SE0802, 34, B, 2008-03-28T11:23:00.000, 202.00000, 34.00000, 5000, 0.00000, 1, 0.53000, 1, 0.10700, 1, 3.74000, 1, 0.000, 1, 34.00000, 1, 1
SE0802, 34, B, 2008-03-28T11:23:00.000, 202.00000, 34.00000, 5000, 20.00000, 1, 0.59000, 1, 0.11000, 1, 3.74000, 1, 19.856, 1, 34.00000, 1, 1
SE0802, 34, B, 2008-03-28T11:23:00.000, 202.00000, 34.00000, 5000, 35.00000, 1, 0.47000, 1, 0.10600, 1, 3.87000, 1, 34.747, 1, 34.00000, 1, 1
SE0802, 34, B, 2008-03-28T11:23:00.000, 202.00000, 34.00000, 5000, 50.00000, 1, 0.74000, 1, 0.12600, 1, 3.87000, 1, 49.637, 1, 34.00000, 1, 1
SE0802, 34, B, 2008-03-28T11:23:00.000, 202.00000, 34.00000, 5000, 65.00000, 1, 0.69000, 1, 0.13500, 1, 4.00000, 1, 64.526, 1, 34.00000, 1, 1
SE0802, 34, B, 2008-03-28T11:23:00.000, 202.00000, 34.00000, 5000, 80.00000, 1, 1.12000, 1, 0.16700, 1, 4.13000, 1, 79.414, 1, 34.00000, 1, 1
SE0802, 34, B, 2008-03-28T11:23:00.000, 202.00000, 34.00000, 5000, 100.00000, 1, 1.23000, 1, 0.18500, 1, 4.39000, 1, 99.263, 1, 34.00000, 1, 1
SE0802, 34, B, 2008-03-28T11:23:00.000, 202.00000, 34.00000, 5000, 125.00000, 1, 5.26000, 1, 0.39400, 1, 5.78000, 1, 124.071, 1, 34.00000, 1, 1
SE0802, 34, B, 2008-03-28T11:23:00.000, 202.00000, 34.00000, 5000, 150.00000, 1, 8.52000, 1, 0.56200, 1, 7.92000, 1, 148.876, 1, 34.00000, 1, 1
SE0802, 34, B, 2008-03-28T11:23:00.000, 202.00000, 34.00000, 5000, 200.00000, 1, 9.88000, 1, 0.70000, 1, 9.82000, 1, 198.477, 1, 34.00000, 1, 1
SE0802, 35, B, 2008-03-28T13:36:00.000, 202.00000, 34.25000, 5000, 0.00000, 1, 0.08000, 1, 0.15700, 1, 4.11000, 1, 0.000, 1, 34.25000, 1, 1
SE0802, 35, B, 2008-03-28T13:36:00.000, 202.00000, 34.25000, 5000, 20.00000, 1, 0.09000, 1, 0.10500, 1, 3.93000, 1, 19.856, 1, 34.25000, 1, 1
SE0802, 35, B, 2008-03-28T13:36:00.000, 202.00000, 34.25000, 5000, 35.00000, 1, 0.16000, 1, 0.12200, 1, 4.14000, 1, 34.747, 1, 34.25000, 1, 1
SE0802, 35, B, 2008-03-28T13:36:00.000, 202.00000, 34.25000, 5000, 50.00000, 1, 0.23000, 1, 0.14300, 1, 4.55000, 1, 49.636, 1, 34.25000, 1, 1
SE0802, 35, B, 2008-03-28T13:36:00.000, 202.00000, 34.25000, 5000, 65.00000, 1, 0.42000, 1, 0.26800, 1, 4.96000, 1, 64.525, 1, 34.25000, 1, 1
SE0802, 35, B, 2008-03-28T13:36:00.000, 202.00000, 34.25000, 5000, 80.00000, 1, 0.62000, 1, 0.20900, 1, 4.97000, 1, 79.412, 1, 34.25000, 1, 1
SE0802, 35, B, 2008-03-28T13:36:00.000, 202.00000, 34.25000, 5000, 100.00000, 1, 0.75000, 1, 0.22600, 1, 4.99000, 1, 99.260, 1, 34.25000, 1, 1
SE0802, 35, B, 2008-03-28T13:36:00.000, 202.00000, 34.25000, 5000, 125.00000, 1, 4.22000, 1, 0.39200, 1, 6.38000, 1, 124.068, 1, 34.25000, 1, 1
SE0802, 35, B, 2008-03-28T13:36:00.000, 202.00000, 34.25000, 5000, 150.00000, 1, 8.85000, 1, 0.65900, 1, 9.53000, 1, 148.873, 1, 34.25000, 1, 1
SE0802, 35, B, 2008-03-28T13:36:00.000, 202.00000, 34.25000, 5000, 200.00000, 1, 9.91000, 1, 0.75200, 1, 10.92000, 1, 198.473, 1, 34.25000, 1, 1
SE0802, 36, B, 2008-03-28T15:49:00.000, 202.00000, 34.50000, 5000, 0.00000, 1, 0.11000, 1, 0.12700, 1, 3.86000, 1, 0.000, 1, 34.50000, 1, 1
SE0802, 36, B, 2008-03-28T15:49:00.000, 202.00000, 34.50000, 5000, 20.00000, 1, 0.06000, 1, 0.14200, 1, 4.33000, 1, 19.856, 1, 34.50000, 1, 1
SE0802, 36, B, 2008-03-28T15:49:00.000, 202.00000, 34.50000, 5000, 35.00000, 1, 0.30000, 1, 0.16200, 1, 4.45000, 1, 34.746, 1, 34.50000, 1, 1
SE0802, 36, B, 2008-03-28T15:49:00.000, 202.00000, 34.50000, 5000, 50.00000, 1, 0.45000, 1, 0.18900, 1, 4.69000, 1, 49.635, 1, 34.50000, 1, 1
SE0802, 36, B, 2008-03-28T15:49:00.000, 202.00000, 34.50000, 5000, 65.00000, 1, 0.55000, 1, 0.18900, 1, 4.56000, 1, 64.523, 1, 34.50000, 1, 1
SE0802, 36, B, 2008-03-28T15:49:00.000, 202.00000, 34.50000, 5000, 80.00000, 1, 0.60000, 1, 0.19200, 1, 4.56000, 1, 79.411, 1, 34.50000, 1, 1
SE0802, 36, B, 2008-03-28T15:49:00.000, 202.00000, 34.50000, 5000, 100.00000, 1, 0.75000, 1, 0.19400, 1, 4.80000, 1, 99.258, 1, 34.50000, 1, 1
SE0802, 36, B, 2008-03-28T15:49:00.000, 202.00000, 34.50000, 5000, 125.00000, 1, 1.65000, 1, 0.26000, 1, 5.03000, 1, 124.065, 1, 34.50000, 1, 1
SE0802, 36, B, 2008-03-28T15:49:00.000, 202.00000, 34.50000, 5000, 150.00000, 1, 6.30000, 1, 0.50900, 1, 7.21000, 1, 148.869, 1, 34.50000, 1, 1
SE0802, 36, B, 2008-03-28T15:49:00.000, 202.00000, 34.50000, 5000, 200.00000, 1, 9.51000, 1, 0.70400, 1, 9.99000, 1, 198.469, 1, 34.50000, 1, 1
SE0802, 37, B, 2008-03-28T18:10:00.000, 202.00000, 34.75000, 5000, 0.00000, 1, 0.07000, 1, 0.11200, 1, 4.09000, 1, 0.000, 1, 34.75000, 1, 1
SE0802, 37, B, 2008-03-28T18:10:00.000, 202.00000, 34.75000, 5000, 20.00000, 1, 0.06000, 1, 0.11800, 1, 4.27000, 1, 19.855, 1, 34.75000, 1, 1
SE0802, 37, B, 2008-03-28T18:10:00.000, 202.00000, 34.75000, 5000, 35.00000, 1, 0.36000, 1, 0.15000, 1, 4.45000, 1, 34.745, 1, 34.75000, 1, 1
SE0802, 37, B, 2008-03-28T18:10:00.000, 202.00000, 34.75000, 5000, 50.00000, 1, 0.35000, 1, 0.15000, 1, 4.63000, 1, 49.634, 1, 34.75000, 1, 1
SE0802, 37, B, 2008-03-28T18:10:00.000, 202.00000, 34.75000, 5000, 65.00000, 1, 0.34000, 1, 0.15300, 1, 4.81000, 1, 64.522, 1, 34.75000, 1, 1
SE0802, 37, B, 2008-03-28T18:10:00.000, 202.00000, 34.75000, 5000, 80.00000, 1, 0.40000, 1, 0.15700, 1, 4.60000, 1, 79.409, 1, 34.75000, 1, 1
SE0802, 37, B, 2008-03-28T18:10:00.000, 202.00000, 34.75000, 5000, 100.00000, 1, 0.45000, 1, 0.16400, 1, 4.58000, 1, 99.256, 1, 34.75000, 1, 1
SE0802, 37, B, 2008-03-28T18:10:00.000, 202.00000, 34.75000, 5000, 125.00000, 1, 1.67000, 1, 0.24700, 1, 5.15000, 1, 124.063, 1, 34.75000, 1, 1
SE0802, 37, B, 2008-03-28T18:10:00.000, 202.00000, 34.75000, 5000, 150.00000, 1, 6.95000, 1, 0.49100, 1, 7.30000, 1, 148.866, 1, 34.75000, 1, 1
SE0802, 37, B, 2008-03-28T18:10:00.000, 202.00000, 34.75000, 5000, 200.00000, 1, 9.84000, 1, 0.69700, 1, 10.22000, 1, 198.464, 1, 34.75000, 1, 1
SE0802, 38, B, 2008-03-28T20:29:00.000, 202.00000, 35.00000, 5000, 0.00000, 1, 0.70000, 1, 0.15500, 1, 4.71000, 1, 0.000, 1, 35.00000, 1, 1
SE0802, 38, B, 2008-03-28T20:29:00.000, 202.00000, 35.00000, 5000, 20.00000, 1, 0.51000, 1, 0.14600, 1, 4.61000, 1, 19.855, 1, 35.00000, 1, 1
SE0802, 38, B, 2008-03-28T20:29:00.000, 202.00000, 35.00000, 5000, 35.00000, 1, 0.62000, 1, 0.15900, 1, 4.75000, 1, 34.744, 1, 35.00000, 1, 1
SE0802, 38, B, 2008-03-28T20:29:00.000, 202.00000, 35.00000, 5000, 50.00000, 1, 0.72000, 1, 0.18000, 1, 4.64000, 1, 49.633, 1, 35.00000, 1, 1
SE0802, 38, B, 2008-03-28T20:29:00.000, 202.00000, 35.00000, 5000, 65.00000, 1, 0.72000, 1, 0.19900, 1, 4.78000, 1, 64.521, 1, 35.00000, 1, 1
SE0802, 38, B, 2008-03-28T20:29:00.000, 202.00000, 35.00000, 5000, 80.00000, 1, 0.72000, 1, 0.16300, 1, 3.34000, 1, 79.407, 1, 35.00000, 1, 1
SE0802, 38, B, 2008-03-28T20:29:00.000, 202.00000, 35.00000, 5000, 100.00000, 1, 0.97000, 1, 0.21800, 1, 4.82000, 1, 99.254, 1, 35.00000, 1, 1
SE0802, 38, B, 2008-03-28T20:29:00.000, 202.00000, 35.00000, 5000, 125.00000, 1, 1.85000, 1, 0.26000, 1, 5.08000, 1, 124.060, 1, 35.00000, 1, 1
SE0802, 38, B, 2008-03-28T20:29:00.000, 202.00000, 35.00000, 5000, 150.00000, 1, 6.11000, 1, 0.49100, 1, 6.56000, 1, 148.863, 1, 35.00000, 1, 1
SE0802, 38, B, 2008-03-28T20:29:00.000, 202.00000, 35.00000, 5000, 200.00000, 1, 9.34000, 1, 0.66900, 1, 9.26000, 1, 198.460, 1, 35.00000, 1, 1
SE0802, 40, B, 2008-03-28T22:41:00.000, 202.00000, 35.25000, 5000, 0.00000, 1, 0.02000, 1, 0.12500, 1, 4.14000, 1, 0.000, 1, 35.25000, 1, 1
SE0802, 40, B, 2008-03-28T22:41:00.000, 202.00000, 35.25000, 5000, 20.00000, 1, 0.12000, 1, 0.13600, 1, 3.90000, 1, 19.854, 1, 35.25000, 1, 1
SE0802, 40, B, 2008-03-28T22:41:00.000, 202.00000, 35.25000, 5000, 35.00000, 1, 0.13000, 1, 0.12900, 1, 4.15000, 1, 34.744, 1, 35.25000, 1, 1
SE0802, 40, B, 2008-03-28T22:41:00.000, 202.00000, 35.25000, 5000, 50.00000, 1, 0.18000, 1, 0.13500, 1, 4.27000, 1, 49.632, 1, 35.25000, 1, 1
SE0802, 40, B, 2008-03-28T22:41:00.000, 202.00000, 35.25000, 5000, 65.00000, 1, 0.18000, 1, 0.13800, 1, 4.28000, 1, 64.519, 1, 35.25000, 1, 1
SE0802, 40, B, 2008-03-28T22:41:00.000, 202.00000, 35.25000, 5000, 80.00000, 1, 0.33000, 1, 0.15400, 1, 4.16000, 1, 79.405, 1, 35.25000, 1, 1
SE0802, 40, B, 2008-03-28T22:41:00.000, 202.00000, 35.25000, 5000, 100.00000, 1, 0.69000, 1, 0.21100, 1, 4.65000, 1, 99.252, 1, 35.25000, 1, 1
SE0802, 40, B, 2008-03-28T22:41:00.000, 202.00000, 35.25000, 5000, 125.00000, 1, 1.74000, 1, 0.26800, 1, 5.26000, 1, 124.057, 1, 35.25000, 1, 1
SE0802, 40, B, 2008-03-28T22:41:00.000, 202.00000, 35.25000, 5000, 150.00000, 1, 6.20000, 1, 0.50000, 1, 7.20000, 1, 148.860, 1, 35.25000, 1, 1
SE0802, 40, B, 2008-03-28T22:41:00.000, 202.00000, 35.25000, 5000, 200.00000, 1, -9999, 1, -9999, 1, -9999, 1, 198.456, 1, 35.25000, 1, 1
SE0802, 41, B, 2008-03-29T00:51:00.000, 202.00000, 35.50000, 5000, 0.00000, 1, 0.16000, 1, 0.14600, 1, 4.44000, 1, 0.000, 1, 35.50000, 1, 1
SE0802, 41, B, 2008-03-29T00:51:00.000, 202.00000, 35.50000, 5000, 20.00000, 1, 0.26000, 1, 0.14300, 1, 4.56000, 1, 19.854, 1, 35.50000, 1, 1
SE0802, 41, B, 2008-03-29T00:51:00.000, 202.00000, 35.50000, 5000, 35.00000, 1, 0.37000, 1, 0.14700, 1, 4.44000, 1, 34.743, 1, 35.50000, 1, 1
SE0802, 41, B, 2008-03-29T00:51:00.000, 202.00000, 35.50000, 5000, 50.00000, 1, 0.47000, 1, 0.15900, 1, 4.68000, 1, 49.631, 1, 35.50000, 1, 1
SE0802, 41, B, 2008-03-29T00:51:00.000, 202.00000, 35.50000, 5000, 65.00000, 1, 0.68000, 1, 0.20100, 1, 4.93000, 1, 64.518, 1, 35.50000, 1, 1
SE0802, 41, B, 2008-03-29T00:51:00.000, 202.00000, 35.50000, 5000, 80.00000, 1, 1.89000, 1, 0.27000, 1, 4.93000, 1, 79.404, 1, 35.50000, 1, 1
SE0802, 41, B, 2008-03-29T00:51:00.000, 202.00000, 35.50000, 5000, 100.00000, 1, 6.56000, 1, 0.52500, 1, 7.29000, 1, 99.250, 1, 35.50000, 1, 1
SE0802, 41, B, 2008-03-29T00:51:00.000, 202.00000, 35.50000, 5000, 125.00000, 1, 8.92000, 1, 0.68100, 1, 9.77000, 1, 124.055, 1, 35.50000, 1, 1
SE0802, 41, B, 2008-03-29T00:51:00.000, 202.00000, 35.50000, 5000, 150.00000, 1, 9.18000, 1, 0.67500, 1, 10.14000, 1, 148.857, 1, 35.50000, 1, 1
SE0802, 41, B, 2008-03-29T00:51:00.000, 202.00000, 35.50000, 5000, 200.00000, 1, 10.06000, 1, 0.73500, 1, 11.25000, 1, 198.451, 1, 35.50000, 1, 1
SE0802, 42, B, 2008-03-29T03:05:00.000, 202.00000, 35.75000, 5000, 0.00000, 1, 0.07000, 1, 0.18400, 1, 3.91000, 1, 0.000, 1, 35.75000, 1, 1
SE0802, 42, B, 2008-03-29T03:05:00.000, 202.00000, 35.75000, 5000, 20.00000, 1, 0.02000, 1, 0.12100, 1, 4.11000, 1, 19.853, 1, 35.75000, 1, 1
SE0802, 42, B, 2008-03-29T03:05:00.000, 202.00000, 35.75000, 5000, 35.00000, 1, 0.08000, 1, 0.12300, 1, 3.93000, 1, 34.742, 1, 35.75000, 1, 1
SE0802, 42, B, 2008-03-29T03:05:00.000, 202.00000, 35.75000, 5000, 50.00000, 1, 0.27000, 1, 0.16700, 1, 4.51000, 1, 49.630, 1, 35.75000, 1, 1
SE0802, 42, B, 2008-03-29T03:05:00.000, 202.00000, 35.75000, 5000, 65.00000, 1, 0.40000, 1, 0.16400, 1, 3.75000, 1, 64.516, 1, 35.75000, 1, 1
SE0802, 42, B, 2008-03-29T03:05:00.000, 202.00000, 35.75000, 5000, 80.00000, 1, 0.96000, 1, 0.22300, 1, 4.72000, 1, 79.402, 1, 35.75000, 1, 1
SE0802, 42, B, 2008-03-29T03:05:00.000, 202.00000, 35.75000, 5000, 100.00000, 1, 1.70000, 1, 0.29400, 1, 5.11000, 1, 99.248, 1, 35.75000, 1, 1
SE0802, 42, B, 2008-03-29T03:05:00.000, 202.00000, 35.75000, 5000, 125.00000, 1, 8.05000, 1, 0.58700, 1, 8.20000, 1, 124.052, 1, 35.75000, 1, 1
SE0802, 42, B, 2008-03-29T03:05:00.000, 202.00000, 35.75000, 5000, 150.00000, 1, 6.76000, 1, 0.57700, 1, 7.25000, 1, 148.853, 1, 35.75000, 1, 1
SE0802, 42, B, 2008-03-29T03:05:00.000, 202.00000, 35.75000, 5000, 200.00000, 1, 10.59000, 1, 0.75900, 1, 11.88000, 1, 198.447, 1, 35.75000, 1, 1
