36	0.638
35.9	0.8466
35.8	0.8221
35.7	0.5173
35.6	0.2637
35.5	0.2174
35.4	0.2953
35.3	0.1773
35.2	0.2473
35.1	0.2695
35	0.3087
34.9	0.3615
34.8	0.2535
34.7	0.1774
34.6	0.188
34.5	0.1689
34.4	0.128
34.3	0.1658
34.2	0.1513
34.1	0.1558
34	0.1403
33.9	0.1248
33.8	0.1169
33.7	0.11
33.6	0.0959
33.5	0.093
33.4	0.1116
33.3	0.1064
33.2	0.1161
33.1	0.1166
33	0.1185
32.9	0.1182
32.8	0.1179
32.7	0.1068
32.6	0.1077
32.5	0.0971
32.4	0.0911
32.3	0.0902
32.2	0.0881
32.1	0.0869
32	0.0847
31.9	0.0844
31.8	0.0937
31.7	0.0987
31.6	0.0848
31.5	0.0767
31.4	0.0766
31.3	0.0749
31.2	0.0714
31.1	0.0728
31	0.0704
30.9	0.0653
30.8	0.0602
30.7	0.053
30.6	0.0559
30.5	0.0623
30.4	0.0606
30.3	0.0632
30.2	0.0602
30.1	0.0597
30	0.0591
