36	0.2895
35.9	0.2575
35.8	0.256
35.7	0.2235
35.6	0.1747
35.5	0.1731
35.4	0.1713
35.3	0.1822
35.2	0.1754
35.1	0.1632
35	0.2681
34.9	0.2259
34.8	0.2174
34.7	0.2111
34.6	0.2131
34.5	0.213
34.4	0.2163
34.3	0.2061
34.2	0.1868
34.1	0.1706
34	0.1693
33.9	0.1704
33.8	0.1676
33.7	0.1679
33.6	0.1637
33.5	0.168
33.4	0.1755
33.3	0.202
33.2	0.1904
33.1	0.1758
33	0.1512
32.9	0.1467
32.8	0.1446
32.7	0.1412
32.6	0.1417
32.5	0.1269
32.4	0.1229
32.3	0.1073
32.2	0.0943
32.1	0.0902
32	0.0826
31.9	0.0759
31.8	0.0685
31.7	0.0616
31.6	0.0659
31.5	0.0679
31.4	0.0679
31.3	0.0657
31.2	0.0651
31.1	0.0641
31	0.0636
30.9	0.0653
30.8	0.0585
30.7	0.0579
30.6	0.0587
30.5	0.0636
30.4	0.062
30.3	0.0601
30.2	0.0624
30.1	0.0641
30	0.0638
