	VARIABLE	:	H	(cm)										
	DATA	SET	:	SSALTO/DUACS	-	DT	MSLA	-	Merged	Product	-	Homogeneous	Global	Processing
	FILENAME	:	dataset-duacs-dt-ref-global-merged-msla-h_1996-2012.nc											
	SUBSET	:	883	points	(TIME)									
	LONGITUDE:	158W(202)												
	LATITUDE	:	32N	to	34N	(averaged)								
	158W													
127														
	15-Jul-09	0	/	707:00:00	9.57									
	22-Jul-09	0	/	708:00:00	10.72									
	29-Jul-09	0	/	709:00:00	12									
	5-Aug-09	0	/	710:00:00	12.84									
	12-Aug-09	0	/	711:00:00	13.31									
	19-Aug-09	0	/	712:00:00	14.09									
	26-Aug-09	0	/	713:00:00	14.54									
	2-Sep-09	0	/	714:00:00	14.77									
	9-Sep-09	0	/	715:00:00	14.8									
	16-Sep-09	0	/	716:00:00	15.49									
	23-Sep-09	0	/	717:00:00	15.44									
	30-Sep-09	0	/	718:00:00	14.86									
	7-Oct-09	0	/	719:00:00	13.55									
	14-Oct-09	0	/	720:00:00	12.8									
	21-Oct-09	0	/	721:00:00	11.78									
	28-Oct-09	0	/	722:00:00	10.69									
	4-Nov-09	0	/	723:00:00	11.62									
	11-Nov-09	0	/	724:00:00	13.77									
	18-Nov-09	0	/	725:00:00	14.65									
	25-Nov-09	0	/	726:00:00	12.63									
	2-Dec-09	0	/	727:00:00	10.24									
	9-Dec-09	0	/	728:00:00	8.58									
	16-Dec-09	0	/	729:00:00	7.97									
	23-Dec-09	0	/	730:00:00	6.68									
	30-Dec-09	0	/	731:00:00	5.36									
	6-Jan-10	0	/	732:00:00	4.93									
	13-Jan-10	0	/	733:00:00	4.94									
	20-Jan-10	0	/	734:00:00	5.15									
	27-Jan-10	0	/	735:00:00	4.63									
	3-Feb-10	0	/	736:00:00	4.53									
	10-Feb-10	0	/	737:00:00	3.72									
	17-Feb-10	0	/	738:00:00	3.07									
	24-Feb-10	0	/	739:00:00	3.9									
	3-Mar-10	0	/	740:00:00	5.77									
	10-Mar-10	0	/	741:00:00	6.06									
	17-Mar-10	0	/	742:00:00	5.19									
	24-Mar-10	0	/	743:00:00	3.35									
	31-Mar-10	0	/	744:00:00	1.32									
	7-Apr-10	0	/	745:00:00	1.08									
	14-Apr-10	0	/	746:00:00	0.55									
	21-Apr-10	0	/	747:00:00	0.16									
	28-Apr-10	0	/	748:00:00	1.21									
	5-May-10	0	/	749:00:00	2.72									
	12-May-10	0	/	750:00:00	2.92									
	19-May-10	0	/	751:00:00	3.37									
	26-May-10	0	/	752:00:00	4.12									
	2-Jun-10	0	/	753:00:00	4.42									
	9-Jun-10	0	/	754:00:00	4.92									
	16-Jun-10	0	/	755:00:00	6.29									
	23-Jun-10	0	/	756:00:00	7.51									
	30-Jun-10	0	/	757:00:00	8.01									
	7-Jul-10	0	/	758:00:00	8.9									
	14-Jul-10	0	/	759:00:00	9.44									
	21-Jul-10	0	/	760:00:00	10.14									
	28-Jul-10	0	/	761:00:00	11.47									
	4-Aug-10	0	/	762:00:00	12.44									
	11-Aug-10	0	/	763:00:00	12.86									
	18-Aug-10	0	/	764:00:00	12.91									
	25-Aug-10	0	/	765:00:00	12.71									
	1-Sep-10	0	/	766:00:00	12.64									
	8-Sep-10	0	/	767:00:00	13.77									
	15-Sep-10	0	/	768:00:00	15.29									
	22-Sep-10	0	/	769:00:00	15.89									
	29-Sep-10	0	/	770:00:00	14.77									
	6-Oct-10	0	/	771:00:00	13.65									
	13-Oct-10	0	/	772:00:00	12.88									
	20-Oct-10	0	/	773:00:00	11.58									
	27-Oct-10	0	/	774:00:00	9.63									
	3-Nov-10	0	/	775:00:00	8.06									
	10-Nov-10	0	/	776:00:00	7.79									
	17-Nov-10	0	/	777:00:00	9.04									
	24-Nov-10	0	/	778:00:00	9.87									
	1-Dec-10	0	/	779:00:00	9.62									
	8-Dec-10	0	/	780:00:00	7.8									
	15-Dec-10	0	/	781:00:00	6.33									
	22-Dec-10	0	/	782:00:00	6.32									
	29-Dec-10	0	/	783:00:00	6.67									
	5-Jan-11	0	/	784:00:00	6.94									
	12-Jan-11	0	/	785:00:00	7.85									
	19-Jan-11	0	/	786:00:00	7.74									
	26-Jan-11	0	/	787:00:00	6.37									
	2-Feb-11	0	/	788:00:00	4.87									
	9-Feb-11	0	/	789:00:00	3.76									
	16-Feb-11	0	/	790:00:00	3.63									
	23-Feb-11	0	/	791:00:00	4.2									
	2-Mar-11	0	/	792:00:00	4.45									
	9-Mar-11	0	/	793:00:00	3.69									
	16-Mar-11	0	/	794:00:00	1.92									
	23-Mar-11	0	/	795:00:00	0.7									
	30-Mar-11	0	/	796:00:00	0.13									
	6-Apr-11	0	/	797:00:00	-0.67									
	13-Apr-11	0	/	798:00:00	-1.1									
	20-Apr-11	0	/	799:00:00	-0.32									
	27-Apr-11	0	/	800:00:00	0.95									
	4-May-11	0	/	801:00:00	2.08									
	11-May-11	0	/	802:00:00	3.96									
	18-May-11	0	/	803:00:00	6.39									
	25-May-11	0	/	804:00:00	10.48									
	1-Jun-11	0	/	805:00:00	14.11									
	8-Jun-11	0	/	806:00:00	15.93									
	15-Jun-11	0	/	807:00:00	16.06									
	22-Jun-11	0	/	808:00:00	15.24									
	29-Jun-11	0	/	809:00:00	13.22									
	6-Jul-11	0	/	810:00:00	11.41									
	13-Jul-11	0	/	811:00:00	9.69									
	20-Jul-11	0	/	812:00:00	8.49									
	27-Jul-11	0	/	813:00:00	7.93									
	3-Aug-11	0	/	814:00:00	7.89									
	10-Aug-11	0	/	815:00:00	8.15									
	17-Aug-11	0	/	816:00:00	8.53									
	24-Aug-11	0	/	817:00:00	8.53									
	31-Aug-11	0	/	818:00:00	9.34									
	7-Sep-11	0	/	819:00:00	10.31									
	14-Sep-11	0	/	820:00:00	10.98									
	21-Sep-11	0	/	821:00:00	11.28									
	28-Sep-11	0	/	822:00:00	13.15									
	5-Oct-11	0	/	823:00:00	15									
	12-Oct-11	0	/	824:00:00	15.77									
	19-Oct-11	0	/	825:00:00	15.89									
	26-Oct-11	0	/	826:00:00	15.47									
	2-Nov-11	0	/	827:00:00	15.27									
	9-Nov-11	0	/	828:00:00	14.93									
	16-Nov-11	0	/	829:00:00	14.89									
	23-Nov-11	0	/	830:00:00	15.16									
	30-Nov-11	0	/	831:00:00	13.96									
	7-Dec-11	0	/	832:00:00	11.74									
	14-Dec-11	0	/	833:00:00	10.45									
	21-Dec-11	0	/	834:00:00	10.04									
	28-Dec-11	0	/	835:00:00	9.64									
	4-Jan-12	0	/	836:00:00	9.06									
	11-Jan-12	0	/	837:00:00	7.37									
	18-Jan-12	0	/	838:00:00	6.8									
	25-Jan-12	0	/	839:00:00	5.96									
	1-Feb-12	0	/	840:00:00	4.65									
	8-Feb-12	0	/	841:00:00	3.94									
	15-Feb-12	0	/	842:00:00	4.75									
	22-Feb-12	0	/	843:00:00	5.79									
	29-Feb-12	0	/	844:00:00	5.56									
	7-Mar-12	0	/	845:00:00	4.69									
	14-Mar-12	0	/	846:00:00	5.12									
	21-Mar-12	0	/	847:00:00	5.95									
	28-Mar-12	0	/	848:00:00	6.26									
	4-Apr-12	0	/	849:00:00	5.92									
	11-Apr-12	0	/	850:00:00	5.96									
	18-Apr-12	0	/	851:00:00	6.5									
	25-Apr-12	0	/	852:00:00	7.02									
	2-May-12	0	/	853:00:00	7.08									
	9-May-12	0	/	854:00:00	6.79									
	16-May-12	0	/	855:00:00	7.41									
	23-May-12	0	/	856:00:00	9.34									
	30-May-12	0	/	857:00:00	10.82									
	6-Jun-12	0	/	858:00:00	11.45									
	13-Jun-12	0	/	859:00:00	11.75									
	20-Jun-12	0	/	860:00:00	12.13									
	27-Jun-12	0	/	861:00:00	12.44									
	4-Jul-12	0	/	862:00:00	13									
	11-Jul-12	0	/	863:00:00	14.43									
	18-Jul-12	0	/	864:00:00	15.17									
	25-Jul-12	0	/	865:00:00	15.09									
	1-Aug-12	0	/	866:00:00	16.16									
	8-Aug-12	0	/	867:00:00	17.47									
	15-Aug-12	0	/	868:00:00	17.22									
	22-Aug-12	0	/	869:00:00	16.71									
	29-Aug-12	0	/	870:00:00	17.16									
	5-Sep-12	0	/	871:00:00	18.71									
	12-Sep-12	0	/	872:00:00	19.86									
	19-Sep-12	0	/	873:00:00	19.77									
	26-Sep-12	0	/	874:00:00	19.69									
	3-Oct-12	0	/	875:00:00	19.13									
	10-Oct-12	0	/	876:00:00	18.22									
	17-Oct-12	0	/	877:00:00	15.91									
	24-Oct-12	0	/	878:00:00	13.8									
	31-Oct-12	0	/	879:00:00	12.97									
	7-Nov-12	0	/	880:00:00	14.24									
	14-Nov-12	0	/	881:00:00	15.39									
	21-Nov-12	0	/	882:00:00	15.57									
	28-Nov-12	0	/	883:00:00	14.19									
	5-Dec-12	0	/	884:00:00	13.92									
	12-Dec-12	0	/	885:00:00	14.91									
