2003,30.29  
2003,33.73  
2004,30.83  
2004,34.53  
2005,30.46  
2005,34.5  
2006,31.62  
2006,33.75  
2007,32.09  
2007,36.24  
2008,32.29  
2008,36.7  
2009,34.55  
2009,37.75  
2010,30.32  
2010,33.72  
2011,32.69  
2011,34.39  
2012,34.54  
2012,36.08  
2013,34.04  
2013,36.77  
2014,32.48  
2014,36.77  
1998,30.22  
1999,33.27  
2000,34.47  
2001,32.89  
2002,31.52  
2003,31.38  
2004,32.63  
2005,31.68  
2006,32.92  
2007,33.38  
2008,-3.4E+38  
2009,36.2  
2010,28.98  
