   0.8880  0.8937  0.9317  0.9718  0.9670  0.9625  0.9683  0.9603  0.9282  0.8797  0.8671
   0.8893  0.8992  0.9016  0.9294  0.9216  0.9282  0.9256  0.9441  0.8815  0.8214  0.8018
   0.8761  0.8709  0.8509  0.8760  0.9072  0.9179  0.9161  0.9381  0.8131  0.8092  0.8392
   0.9111  0.8874  0.8873  0.9013  0.9279  0.9716  0.9422  0.8043  0.7569  0.7759  0.7991
   0.9194  0.9225  0.8606  0.7991  0.7961  0.9838  0.9672  0.9814    ....  0.8494  0.8938
   0.8935  0.9200  0.8656  0.8233  0.8576  0.9118  0.9241  0.9467  0.9792  0.9132  0.9218
   0.8909  0.9070  0.8878  0.8632  0.8756  0.8921  0.8796  0.8832  0.9316  0.8966  0.8926
   0.9022  0.8931  0.8875  0.8931  0.8893  0.8808  0.8794  0.9058  0.9180  0.9206  0.8879
   0.9324  0.9111  0.9330  0.9234  0.9211  0.9393  0.9379  0.9225  0.9013  0.8847  0.8149
   0.9365  0.9329  0.9389  0.9266  0.9248  0.9437  0.9479  0.9123  0.8904  0.7999  0.8020
   0.9485  0.9469  0.9078  0.9323  0.9313  0.9127  0.9233  0.8933  0.8966  0.8783  0.9077
   0.9188  0.9357  0.8948  0.8889  0.9224  0.8876  0.8896  0.9130  0.9274  0.9278  0.9528
   0.9146  0.9232  0.8889  0.9150  0.8996  0.8855  0.8737  0.8620  0.8883  0.9091  0.9593
   0.9009  0.9175  0.8734  0.8797  0.8596  0.7370  0.7739  0.7811  0.8112  0.8573  0.8694
