   1.017  0.954  0.949  0.973  0.978  0.935  0.922  0.986  1.045  1.122  1.208
   1.002  0.981  0.947  0.957  0.926  0.910  0.904  0.935  0.969  0.994  1.059
   0.990  1.015  1.011  0.972  0.915  0.907  0.908  0.910  0.916  0.942  0.979
   1.001  1.073  1.044  0.972  0.913  0.897  0.902  0.912  0.918  0.935  0.951
   1.017  1.044  1.029  0.940  0.919  0.907  0.927  0.905  0.943  0.941  0.953
   1.074  1.057  1.013  0.917  0.901  0.920  0.931  0.917  0.921  0.910  0.911
   1.066  1.033  1.010  0.949  0.929  0.913  0.907  0.918  0.910  0.912  0.889
   1.069  1.047  1.007  0.942  0.926  0.922  0.908  0.913  0.919  0.910  0.897
   1.049  1.026  0.982  0.939  0.908  0.896  0.910  0.917  0.905  0.881  0.860
   1.020  0.996  0.947  0.917  0.891  0.884  0.892  0.909  0.913  0.894  0.880
   0.980  0.947  0.944  0.938  0.903  0.862  0.854  0.881  0.884  0.903  0.912
   0.989  0.983  0.936  0.906  0.902  0.887  0.879  0.864  0.859  0.895  0.908
   1.000  0.997  0.956  0.914  0.914  0.889  0.872  0.873  0.864  0.885  0.906
   1.022  1.018  0.999  0.953  0.931  0.905  0.881  0.880  0.883  0.882  0.903
   1.012  1.004  1.006  0.979  0.939  0.895  0.897  0.887  0.895  0.901  0.899
   0.996  0.992  1.009  0.969  0.930  0.913  0.912  0.912  0.920  0.882  0.838
   0.996  0.999  0.978  0.972  0.937  0.920  0.901  0.897  0.868  0.858  0.838
   0.994  1.005  0.985  0.944  0.935  0.920  0.894  0.866  0.849  0.837  0.825
   1.021  1.015  0.985  0.968  0.938  0.903  0.884  0.841  0.847  0.837  0.847
   0.988  0.977  0.982  0.976  0.945  0.903  0.882  0.855  0.847  0.844  0.873
   0.978  0.962  0.956  0.949  0.911  0.901  0.878  0.850  0.839  0.831  0.840
   0.978  0.971  0.955  0.943  0.899  0.858  0.857  0.851  0.834  0.813  0.765
   0.969  0.965  0.959  0.935  0.908  0.872  0.855  0.835  0.820  0.768  0.759
   0.962  0.938  0.897  0.889  0.887  0.877  0.862  0.847  0.878  0.819  0.785
