   1.355  1.323  1.335  1.306  1.220  1.174  1.163  1.117  1.085  1.071  1.082
   1.339  1.335  1.344  1.329  1.272  1.208  1.197  1.181  1.135  1.047  1.105
   1.341  1.322  1.309  1.284  1.259  1.226  1.211  1.188  1.137  1.137  1.119
   1.346  1.326  1.267  1.233  1.216  1.176  1.169  1.167  1.167  1.149  1.127
   1.329  1.318  1.233  1.194  1.193  1.182  1.180  1.154  1.177  1.136  1.118
   1.279  1.271  1.202  1.187  1.157  1.135  1.111  1.091  1.087  1.141  1.160
   1.228  1.227  1.210  1.195  1.134  1.088  1.072  1.092  1.084  1.129  1.152
   1.220  1.212  1.205  1.165  1.088  1.056  1.054  1.061  1.081  1.101  1.117
   1.218  1.188  1.117  1.067  1.037  1.032  1.029  1.055  1.066  1.100  1.145
   1.127  1.080  1.041  1.036  1.034  1.051  1.047  1.040  1.064  1.111  1.132
   1.065  1.030  1.031  1.038  1.047  1.062  1.052  1.014  1.006  1.040  1.078
   1.066  1.064  1.050  1.026  1.049  1.074  1.042  1.022  1.005  1.007  1.004
   1.121  1.103  1.064  1.044  1.061  1.080  1.049  1.003  1.001  1.022  1.031
   1.149  1.144  1.110  1.070  1.081  1.067  1.036  1.012  0.972  0.968  1.040
   1.127  1.134  1.114  1.064  1.053  1.023  1.015  0.992  0.923  0.897  0.981
