   1.123  1.116  1.135  1.153  1.178  1.165  1.194  1.259  1.246  1.153  1.137
   1.096  1.105  1.102  1.117  1.098  1.170  1.156  1.142  1.186  1.140  1.145
   1.072  1.075  1.055  1.045  1.070  1.112  1.091  1.095  1.115  1.125  1.122
   0.999  1.034  1.027  1.057  1.049  1.075  1.039  1.073  1.076  1.091  1.130
   0.914  1.000  1.031  1.055  1.016  1.058  1.042  1.036  1.055  1.078  1.119
   0.936  0.959  1.012  1.032  1.014  1.015  1.037  1.032  1.050  1.126  1.182
   0.948  0.933  0.991  1.012  1.013  0.992  1.014  1.020  1.062  1.158  1.214
   0.942  0.949  0.973  0.975  0.994  0.977  1.009  1.017  1.113  1.154  1.206
   0.933  0.946  0.961  0.960  0.976  0.975  0.999  1.030  1.111  1.119  1.183
   0.939  0.961  0.955  0.937  0.950  0.942  0.972  1.009  1.099  1.146  1.102
   0.938  0.957  0.942  0.945  0.940  0.937  0.985  0.994  1.036  1.080  1.070
   0.920  0.959  0.934  0.955  0.959  0.956  0.980  0.970  0.989  1.009  1.010
   0.913  0.932  0.934  0.971  0.982  0.962  0.954  0.971  1.012  1.007  1.040
   0.894  0.919  0.924  0.946  0.970  1.036  1.028  1.000  0.991  1.050  1.047
   0.892  0.916  0.920  0.919  0.925  0.938  0.961  0.973  0.992  1.015  1.028
