   1.276  1.339  1.381  1.409  1.398  1.436  1.391  1.394  1.458  1.440  1.344
   1.257  1.261  1.267  1.292  1.297  1.304  1.337  1.372  1.382  1.436  1.348
   1.243  1.238  1.218  1.236  1.243  1.258  1.289  1.315  1.341  1.344  1.312
   1.212  1.211  1.207  1.209  1.215  1.251  1.270  1.260  1.278  1.264  1.255
   1.216  1.222  1.226  1.209  1.215  1.217  1.240  1.232  1.234  1.232  1.282
   1.260  1.253  1.226  1.224  1.238  1.227  1.236  1.222  1.218  1.234  1.301
   1.262  1.258  1.220  1.213  1.233  1.237  1.232  1.223  1.221  1.224  1.269
   1.251  1.212  1.190  1.213  1.221  1.238  1.231  1.239  1.256  1.231  1.244
   1.252  1.182  1.156  1.199  1.233  1.230  1.244  1.262  1.256  1.238  1.276
   1.253  1.195  1.155  1.162  1.230  1.236  1.250  1.265  1.235  1.237  1.270
   1.201  1.178  1.162  1.139  1.166  1.179  1.175  1.200  1.225  1.224  1.232
