   1.179  1.164  1.144  1.147  1.128  1.126  1.106  1.086  1.082  1.107  1.116
   1.147  1.136  1.142  1.140  1.123  1.141  1.131  1.087  1.087  1.064  1.028
   1.150  1.120  1.103  1.126  1.180  1.184  1.163  1.118  1.062  1.039  1.019
   1.142  1.171  1.140  1.199  1.205  1.179  1.171  1.111  1.047  1.053  1.054
   1.184  1.198  1.200  1.203  1.167  1.105  1.073  1.111  1.066  1.024  1.037
   1.262  1.245  1.193  1.121  1.109  1.094  1.127  1.134  1.106  1.060  1.010
   1.222  1.222  1.115  1.055  1.115  1.107  1.121  1.122  1.079  1.048  0.992
   1.207  1.222  1.127  1.034  1.077  1.116  1.115  1.091  1.047  1.032  1.017
   1.178  1.158  1.066  1.026  1.032  1.024  1.022  1.042  1.022  0.987  0.993
   1.096  1.074  1.020  0.993  0.989  0.997  1.022  1.032  1.000  1.009  0.989
   1.062  1.015  0.998  0.985  0.987  1.021  1.012  1.029  1.066  1.063  1.036
   1.063  1.031  1.032  1.016  1.010  1.040  1.050  1.022  1.012  1.045  1.023
