   1.503  1.389  1.320  1.223  1.188  1.310  1.403  1.464  1.361  1.371  1.403
   1.333  1.375  1.383  1.281  1.193  1.175  1.244  1.418  1.395  1.363  1.362
   1.289  1.284  1.236  1.247  1.243  1.184  1.162  1.209  1.289  1.366  1.333
   1.251  1.289  1.250  1.285  1.265  1.177  1.193  1.361  1.438  1.460   ....
   1.248  1.290  1.310  1.263  1.217  1.309  1.387  1.438  1.417  1.388  1.379
   1.371  1.315  1.294  1.272  1.255  1.303  1.299  1.309  1.303  1.334  1.465
   1.339  1.321  1.281  1.290  1.290  1.307  1.288  1.322  1.405  1.401  1.479
   1.338  1.285  1.258  1.268  1.290  1.255  1.221  1.285  1.264  1.266  1.463
   1.195  1.176  1.162  1.222  1.274  1.310  1.296  1.362  1.350  1.246  1.279
   1.072  1.222  1.203  1.197  1.228  1.295  1.290  1.311  1.281  1.267  1.306
   1.084  1.147  1.211  1.227  1.252  1.256  1.303  1.371  1.344  1.268  1.309
   1.167  1.134  1.165  1.199  1.206  1.229  1.267  1.294  1.214  1.226  1.260
   1.227  1.198  1.233  1.248  1.298  1.311  1.242  1.265  1.183  1.146  1.175
   1.160  1.150  1.189  1.279  1.284  1.249  1.203  1.207  1.248  1.231  1.177
