   0.9848  0.9618  0.9484  0.9362  0.9391  0.9256  0.9252  0.9537  0.9157  0.9010  0.8923
   0.9438  0.9452  0.9385  0.9225  0.9065  0.9066  0.8950  0.9222  0.8730  0.8588  0.8610
   0.9381  0.9329  0.9295  0.8979  0.8784  0.8988  0.8869  0.9114  0.8686  0.8473  0.8589
   0.8472  0.8353  0.8564  0.8525  0.8723  0.9239  0.9094  0.9184  0.8771  0.8648  0.8798
   0.8213  0.8327  0.8597  0.8663  0.8841  0.9023  0.8984  0.9284  0.8786  0.8887  0.8808
   0.8051  0.8142  0.8412  0.8668  0.8817  0.8928  0.8977  0.9158  0.9079  0.9284  0.8747
   0.7946  0.7845  0.8528  0.8954  0.8878  0.8817  0.8954  0.9221  0.9156  0.9212  0.8628
   0.7561  0.8510  0.9183  0.9214  0.9161  0.9159  0.9410  0.9249  0.8767  0.8577  0.8274
   0.8245  0.8436  0.8452  0.8820  0.8975  0.9373  0.9342  0.8880  0.8425  0.8414  0.8184
   0.8324  0.8810  0.9185  0.9304  0.9184  0.8862  0.8892  0.8820  0.8475  0.8476  0.8421
   0.8300  0.8241  0.8500  0.8712  0.8635  0.8429  0.8258  0.8353  0.8582  0.8177  0.7837
   0.8212  0.7795  0.8066  0.8489  0.8082  0.7824  0.8088  0.8043  0.8138  0.8000  0.8076
   0.8038  0.7951  0.8378  0.8453  0.8337  0.8017  0.8142  0.8056  0.8300  0.8307  0.8232
   0.7952  0.8166  0.8221  0.8215  0.8316  0.8409  0.8490  0.8338  0.8650  0.8580  0.8337
