   1.543  1.523  1.508  1.523  1.401  1.349  1.302  1.365  1.334  1.310  1.314
   1.492  1.424  1.411  1.400  1.366  1.283  1.224  1.270  1.279  1.342  1.269
   1.481  1.369  1.235  1.321  1.238  1.228  1.235  1.209  1.277  1.271  1.205
   1.393  1.327  1.257  1.186  1.160  1.180  1.172  1.148  1.224  1.218  1.223
   1.317  1.239  1.268  1.213  1.142  1.107  1.115  1.112  1.117  1.136  1.188
   1.275  1.295  1.256  1.259  1.148  1.077  1.076  1.018  1.007  1.065  1.047
   1.253  1.306  1.313  1.264  1.170  1.041  1.022  1.051  1.071  1.087  1.101
   1.213  1.232  1.261  1.223  1.217  1.174  1.146  1.105  1.116  1.151  1.123
   1.133  1.146  1.229  1.197  1.187  1.230  1.242  1.237  1.218  1.199  1.151
   1.143  1.118  1.154  1.203  1.208  1.218  1.230  1.253  1.265  1.201  1.124
   1.121  1.115  1.128  1.141  1.170  1.154  1.175  1.251  1.236  1.134  1.139
