729039	0.59
729070	0.75
729099	1.01
729130	1.46
729160	2.18
729191	1.10
729221	0.77
729252	-0.14
729283	0.24
729313	-0.33
729344	0.09
729374	-0.03
729405	0.23
729436	0.28
729464	0.65
729495	1.05
729525	1.83
729556	2.76
729586	2.35
729617	2.79
729648	2.19
729678	1.61
729709	1.12
729739	0.67
729770	0.83
729801	1.56
729829	2.01
729860	1.27
729890	0.70
729921	0.40
729951	-0.04
729982	-0.22
730013	-1.21
730043	-1.39
730074	-0.52
730104	-0.44
730135	-0.32
730166	-0.66
730194	-0.33
730225	-0.41
730255	-0.68
730286	-1.30
730316	-0.66
730347	-0.96
730378	-1.53
730408	-2.23
730439	-2.05
730469	-1.63
730500	-2.00
730531	-0.83
730560	0.29
730591	0.35
730621	-0.05
730652	-0.44
730682	-0.66
730713	-1.19
730744	-1.24
730774	-1.30
730805	-0.53
730835	0.52
730866	0.60
730897	0.29
730925	0.45
730956	-0.31
730986	-0.30
731017	-0.47
731047	-1.31
731078	-0.77
731109	-1.37
731139	-1.37
731170	-1.26
731200	-0.93
731231	0.27
731262	-0.64
731290	-0.43
731321	-0.32
731351	-0.63
731382	-0.35
731412	-0.31
731443	0.60
731474	0.43
731504	0.42
731535	1.51
731565	2.10
731596	2.09
731627	1.75
731655	1.51
731686	1.18
731716	0.89
731747	0.68
731777	0.96
731808	0.88
731839	0.01
731869	0.83
731900	0.52
731930	0.33
731961	0.43
731992	0.48
732021	0.61
732052	0.57
732082	0.88
732113	0.04
732143	0.44
732174	0.85
732205	0.75
732235	-0.11
732266	-0.63
732296	-0.17
732327	0.44
732358	0.81
732386	1.36
732417	1.03
732447	1.86
732478	1.17
732508	0.66
732539	0.25
732570	-0.46
732600	-1.32
732631	-1.50
732661	0.20
732692	1.03
732723	0.66
732751	0.05
732782	0.40
732812	0.48
732843	1.04
732873	0.35
732904	-0.65
732935	-0.94
732965	-0.05
732996	-0.22
733026	0.14
733057	0.01
733088	0.04
733116	-0.36
733147	0.16
733177	-0.10
733208	0.09
733238	0.78
733269	0.50
733300	-0.36
733330	-1.45
733361	-1.08
733391	-0.58
733422	-1.00
733453	-0.77
733482	-0.71
733513	-1.52
733543	-1.37
733574	-1.34
733604	-1.67
733635	-1.70
733666	-1.55
733696	-1.76
733727	-1.25
733757	-0.87
733788	-1.40
733819	-1.55
733847	-1.59
733878	-1.65
733908	-0.88
733939	-0.31
733969	-0.53
734000	0.09
734031	0.52
734061	0.27
734092	-0.40
734122	0.08
734153	0.83
734184	0.82
734212	0.44
734243	0.78
734273	0.62
734304	-0.22
734334	-1.05
734365	-1.27
734396	-1.61
734426	-1.06
734457	-0.82
734487	-1.21
734518	-0.92
734549	-0.83
734577	-0.69
734608	-0.42
734638	-0.37
734669	-0.69
734699	-1.86
734730	-1.74
734761	-1.79
734791	-1.34
734822	-2.33
734852	-1.79
734883	-1.38
734914	-0.85
734943	-1.05
734974	-0.27
735004	-1.26
735035	-0.87
735065	-1.52
735096	-1.93
735127	-2.21
735157	-0.79
735188	-0.59
735218	-0.48
735249	-0.13
735280	-0.43
735308	-0.63
735339	-0.16
735369	0.08
735400	-0.78
735430	-1.25
735461	-1.04
735492	-0.48
735522	-0.87
735553	-0.11
735583	-0.41
